Packet_Size,Protocol,Src_Port,Dst_Port,TCP_Flags,Inter_Arrival_Time
841,6,443,62655,24,0.031004667282104492
85,6,443,62655,24,0.001003265380859375
54,6,62655,443,16,0.0009958744049072266
66,17,443,58633,0,0.017999649047851562
738,17,443,58633,0,0.02599930763244629
85,17,443,51763,0,0.003007650375366211
74,17,443,51763,0,0.002992868423461914
69,17,443,51763,0,0.0010149478912353516
79,17,51763,443,0,0.001008749008178711
69,17,443,51763,0,0.0009799003601074219
79,17,51763,443,0,0.0009930133819580078
79,17,443,51763,0,0.0050029754638671875
1514,17,443,51763,0,0.0
1289,17,443,51763,0,0.0010013580322265625
1514,17,443,51763,0,0.0010039806365966797
79,17,51763,443,0,0.0009925365447998047
81,17,51763,443,0,0.001997709274291992
79,17,51763,443,0,0.0009984970092773438
1514,17,443,51763,0,0.0010027885437011719
1514,17,443,51763,0,0.0
1284,17,443,51763,0,0.0009982585906982422
1284,17,443,51763,0,0.0010006427764892578
1514,17,443,51763,0,0.0009999275207519531
1514,17,443,51763,0,0.0
79,17,51763,443,0,0.0009996891021728516
81,17,51763,443,0,0.001001119613647461
81,17,51763,443,0,0.0
79,17,51763,443,0,0.00099945068359375
1514,17,443,51763,0,0.0009999275207519531
1514,17,443,51763,0,0.0009989738464355469
1284,17,443,51763,0,0.0010008811950683594
1284,17,443,51763,0,0.001001119613647461
1514,17,443,51763,0,0.0
1514,17,443,51763,0,0.0010004043579101562
1514,17,443,51763,0,0.0009987354278564453
1514,17,443,51763,0,0.0010006427764892578
1284,17,443,51763,0,0.0009996891021728516
79,17,51763,443,0,0.0010001659393310547
81,17,51763,443,0,0.0
81,17,51763,443,0,0.0009996891021728516
79,17,51763,443,0,0.0009999275207519531
79,17,51763,443,0,0.00099945068359375
1514,17,443,51763,0,0.0
80,17,51763,443,0,0.00099945068359375
1514,17,443,51763,0,0.0009992122650146484
476,17,443,51763,0,0.0
874,17,443,51763,0,0.0010001659393310547
1003,17,443,51763,0,0.0009996891021728516
1514,17,443,51763,0,0.0
80,17,51763,443,0,0.0010004043579101562
82,17,51763,443,0,0.0009999275207519531
82,17,51763,443,0,0.0
86,17,58633,443,0,0.0010008811950683594
1514,17,443,51763,0,0.0009992122650146484
1284,17,443,51763,0,0.0
1514,17,443,51763,0,0.00099945068359375
1514,17,443,51763,0,0.0010001659393310547
1514,17,443,51763,0,0.0
81,17,51763,443,0,0.0010006427764892578
87,17,51763,443,0,0.0010099411010742188
82,17,51763,443,0,0.0
80,17,51763,443,0,0.0009961128234863281
81,17,51763,443,0,0.02499556541442871
1514,17,443,51763,0,0.001999378204345703
1514,17,443,51763,0,0.0010006427764892578
1514,17,443,51763,0,0.0009999275207519531
80,17,51763,443,0,0.002000570297241211
1514,17,443,51763,0,0.006999492645263672
1514,17,443,51763,0,0.004999876022338867
1514,17,443,51763,0,0.015000343322753906
1514,17,443,51763,0,0.0019998550415039062
80,17,51763,443,0,0.000993490219116211
80,17,51763,443,0,0.0030059814453125
1514,17,443,51763,0,0.000993967056274414
1514,17,443,51763,0,0.002001523971557617
1514,17,443,51763,0,0.003999471664428711
1514,17,443,51763,0,0.0010111331939697266
80,17,51763,443,0,0.0019884109497070312
80,17,51763,443,0,0.012001276016235352
1514,17,443,51763,0,0.006005525588989258
1514,17,443,51763,0,0.0010039806365966797
1014,17,443,51763,0,0.0009922981262207031
80,17,51763,443,0,0.0009963512420654297
80,17,51763,443,0,0.0010058879852294922
1292,17,55574,443,0,0.000993967056274414
1292,17,55574,443,0,0.0009992122650146484
122,17,55574,443,0,0.0
510,17,58633,443,0,0.0010099411010742188
511,17,58633,443,0,0.0009920597076416016
502,17,55574,443,0,0.0009987354278564453
70,17,443,51763,0,0.0010001659393310547
281,17,443,51763,0,0.028001070022583008
1514,17,443,51763,0,0.023018360137939453
84,17,51763,443,0,0.006989479064941406
1514,17,443,51763,0,0.003000974655151367
1284,17,443,51763,0,0.007052898406982422
485,17,443,51763,0,0.0019431114196777344
274,17,443,51763,0,0.0
1127,17,443,51763,0,0.0019953250885009766
399,17,443,51763,0,0.0
1514,17,443,51763,0,0.001004934310913086
1514,17,443,51763,0,0.0019979476928710938
1284,17,443,51763,0,0.001001596450805664
1514,17,443,51763,0,0.0009999275207519531
1514,17,443,51763,0,0.0009984970092773438
1284,17,443,51763,0,0.0010018348693847656
1514,17,443,51763,0,0.0
80,17,51763,443,0,0.0030007362365722656
80,17,51763,443,0,0.02999711036682129
82,17,51763,443,0,0.017001628875732422
80,17,51763,443,0,0.0
82,17,51763,443,0,0.0020017623901367188
80,17,51763,443,0,0.003999471664428711
82,17,51763,443,0,0.0
80,17,51763,443,0,0.002000093460083008
1284,17,443,51763,0,0.0009930133819580078
1514,17,443,51763,0,0.0010058879852294922
1514,17,443,51763,0,0.001999378204345703
1514,17,443,51763,0,0.015008211135864258
1284,17,443,51763,0,0.0009925365447998047
665,17,443,51763,0,0.0009992122650146484
1043,17,443,51763,0,0.002001523971557617
96,17,443,51763,0,0.0009987354278564453
1514,17,443,51763,0,0.0
366,17,443,51763,0,0.002000570297241211
1514,17,443,51763,0,0.0030040740966796875
82,17,51763,443,0,0.0009970664978027344
82,17,51763,443,0,0.002006053924560547
80,17,51763,443,0,0.000997304916381836
82,17,51763,443,0,0.0009970664978027344
82,17,51763,443,0,0.002008199691772461
82,17,51763,443,0,0.0019898414611816406
82,17,51763,443,0,0.0009989738464355469
80,17,51763,443,0,0.0
82,17,51763,443,0,0.0010004043579101562
80,17,51763,443,0,0.0
1228,17,443,51763,0,0.0010006427764892578
123,17,443,51763,0,0.0010001659393310547
1514,17,443,51763,0,0.004030466079711914
1514,17,443,51763,0,0.001969575881958008
1514,17,443,51763,0,0.0
1514,17,443,51763,0,0.001998424530029297
1284,17,443,51763,0,0.0
333,17,443,51763,0,0.0010004043579101562
1205,17,443,51763,0,0.0
1323,17,443,51763,0,0.0009999275207519531
836,17,443,51763,0,0.0010001659393310547
1096,17,443,51763,0,0.0010020732879638672
471,17,443,51763,0,0.0
82,17,51763,443,0,0.0
87,17,51763,443,0,0.006012916564941406
82,17,51763,443,0,0.0009951591491699219
80,17,51763,443,0,0.0019919872283935547
82,17,51763,443,0,0.001999378204345703
82,17,51763,443,0,0.0010008811950683594
82,17,51763,443,0,0.002007722854614258
82,17,51763,443,0,0.0009908676147460938
1316,17,443,51763,0,0.0
1514,17,443,51763,0,0.0010006427764892578
1514,17,443,51763,0,0.0009982585906982422
98,17,443,51763,0,0.0
1514,17,443,51763,0,0.0009996891021728516
65,17,443,58633,0,0.0010001659393310547
1242,17,443,55574,0,0.0
1242,17,443,55574,0,0.0010004043579101562
1242,17,443,55574,0,0.0030002593994140625
80,17,51763,443,0,0.001001596450805664
82,17,51763,443,0,0.0009975433349609375
80,17,51763,443,0,0.0
66,17,443,55574,0,0.0010004043579101562
66,17,443,55574,0,0.0
91,17,443,55574,0,0.00099945068359375
1514,17,443,51763,0,0.0030028820037841797
1292,17,55574,443,0,0.0009989738464355469
85,17,55574,443,0,0.0009992122650146484
89,17,55574,443,0,0.001001596450805664
1514,17,443,51763,0,0.0009989738464355469
1514,17,443,51763,0,0.00099945068359375
1514,17,443,51763,0,0.0
1514,17,443,51763,0,0.0009996891021728516
1514,17,443,51763,0,0.00099945068359375
1514,17,443,51763,0,0.0010008811950683594
1514,17,443,51763,0,0.0
1514,17,443,51763,0,0.0009999275207519531
1514,17,443,51763,0,0.001001596450805664
1514,17,443,51763,0,0.0009989738464355469
1514,17,443,51763,0,0.0009989738464355469
80,17,51763,443,0,0.0
1514,17,443,51763,0,0.0020020008087158203
1514,17,443,51763,0,0.0009989738464355469
1514,17,443,51763,0,0.004998445510864258
1514,17,443,51763,0,0.014035224914550781
1514,17,443,51763,0,0.000972747802734375
294,17,443,51763,0,0.0009927749633789062
932,17,443,58633,0,0.0009999275207519531
751,17,443,55574,0,0.001001119613647461
716,17,443,58633,0,0.0009987354278564453
85,17,58633,443,0,0.00099945068359375
81,17,51763,443,0,0.0
86,17,55574,443,0,0.0010001659393310547
72,17,443,51763,0,0.0
81,17,51763,443,0,0.00099945068359375
71,17,443,55574,0,0.0010023117065429688
69,17,443,51763,0,0.0030100345611572266
86,17,55574,443,0,0.00598907470703125
1514,17,443,51763,0,0.06800127029418945
1097,17,443,51763,0,0.0
1281,17,443,51763,0,0.0009987354278564453
81,17,51763,443,0,0.0279998779296875
1514,17,443,51763,0,0.30000901222229004
212,17,443,51763,0,0.002012014389038086
1147,17,443,51763,0,0.0019881725311279297
1284,17,443,51763,0,0.0009925365447998047
1514,17,443,51763,0,0.0009937286376953125
82,17,51763,443,0,0.0
84,17,51763,443,0,0.0010058879852294922
82,17,51763,443,0,0.000995635986328125
1514,17,443,51763,0,0.0010042190551757812
83,17,51763,443,0,0.0
1514,17,443,51763,0,0.002021312713623047
1284,17,443,51763,0,0.000985860824584961
1514,17,443,51763,0,0.0009930133819580078
1514,17,443,51763,0,0.0010006427764892578
81,17,51763,443,0,0.001004934310913086
82,17,51763,443,0,0.0009980201721191406
87,17,51763,443,0,0.0
80,17,51763,443,0,0.000995635986328125
1514,17,443,51763,0,0.0010004043579101562
1514,17,443,51763,0,0.0009999275207519531
1284,17,443,51763,0,0.0
1284,17,443,51763,0,0.00099945068359375
1284,17,443,51763,0,0.0010063648223876953
82,17,51763,443,0,0.0010044574737548828
1284,17,443,51763,0,0.0009946823120117188
84,17,51763,443,0,0.0
86,17,51763,443,0,0.0009944438934326172
1514,17,443,51763,0,0.0010004043579101562
1514,17,443,51763,0,0.0
87,17,51763,443,0,0.0009987354278564453
85,17,51763,443,0,0.00200653076171875
1514,17,443,51763,0,0.0019998550415039062
1514,17,443,51763,0,0.0010058879852294922
1514,17,443,51763,0,0.0009989738464355469
85,17,51763,443,0,0.0009949207305908203
83,17,51763,443,0,0.0009958744049072266
83,17,51763,443,0,0.0009999275207519531
1514,17,443,51763,0,0.0009987354278564453
1514,17,443,51763,0,0.00099945068359375
75,17,443,51763,0,0.0
1514,17,443,51763,0,0.0009996891021728516
1514,17,443,51763,0,0.0010001659393310547
81,17,51763,443,0,0.0
82,17,51763,443,0,0.0010001659393310547
80,17,51763,443,0,0.0
1514,17,443,51763,0,0.0009996891021728516
1284,17,443,51763,0,0.0010006427764892578
1514,17,443,51763,0,0.0
1514,17,443,51763,0,0.00099945068359375
1284,17,443,51763,0,0.002010345458984375
560,17,443,51763,0,0.0009930133819580078
81,17,51763,443,0,0.0009984970092773438
128,17,443,51763,0,0.0
160,17,443,51763,0,0.0010004043579101562
180,17,443,51763,0,0.0019998550415039062
83,17,443,51763,0,0.0010008811950683594
71,17,443,51763,0,0.0
1514,17,443,51763,0,0.017998218536376953
77,17,443,51763,0,0.0010008811950683594
80,17,51763,443,0,0.0
81,17,51763,443,0,0.02199721336364746
69,17,443,51763,0,0.017000913619995117
72,17,443,51763,0,0.033995866775512695
81,17,51763,443,0,0.02900409698486328
66,6,62659,443,2,0.014001131057739258
66,6,443,62659,18,0.08100700378417969
54,6,62659,443,16,0.000997781753540039
1454,6,62659,443,16,0.001001596450805664
452,6,62659,443,24,0.0
55,6,58088,5228,16,0.0010039806365966797
60,6,443,62659,16,0.060994863510131836
60,6,443,62659,16,0.003996372222900391
1454,6,443,62659,16,0.0020003318786621094
1454,6,443,62659,24,0.00099945068359375
54,6,62659,443,16,0.0
1454,6,443,62659,16,0.002009153366088867
310,6,443,62659,24,0.005019664764404297
54,6,62659,443,16,0.005983591079711914
118,6,62659,443,24,0.000989675521850586
146,6,62659,443,24,0.0010030269622802734
591,6,62659,443,24,0.0020017623901367188
192,6,62659,443,24,0.0
192,6,62659,443,24,0.0009932518005371094
192,6,62659,443,24,0.001016855239868164
196,6,62659,443,24,0.000988006591796875
192,6,62659,443,24,0.0009949207305908203
192,6,62659,443,24,0.0
1454,6,62659,443,16,0.001995086669921875
1454,6,62659,443,16,0.0010044574737548828
1454,6,62659,443,16,0.0009989738464355469
1454,6,62659,443,16,0.0
1454,6,62659,443,16,0.0010063648223876953
585,6,62659,443,24,0.000997781753540039
1454,6,62659,443,16,0.0
1454,6,62659,443,16,0.0009965896606445312
1454,6,62659,443,16,0.0010077953338623047
1454,6,62659,443,16,0.000993490219116211
66,6,5228,58088,16,0.0
1016,17,61002,443,0,0.018994569778442383
60,6,443,62659,16,0.021010398864746094
60,6,443,62659,16,0.0009946823120117188
1454,6,62659,443,16,0.00099945068359375
119,6,443,62659,24,0.0020051002502441406
60,6,443,62659,16,0.0209958553314209
60,6,443,62659,16,0.0010046958923339844
1454,6,62659,443,24,0.0009980201721191406
60,6,443,62659,16,0.0009958744049072266
60,6,443,62659,16,0.0010004043579101562
60,6,443,62659,16,0.0
60,6,443,62659,16,0.0010001659393310547
60,6,443,62659,16,0.0
60,6,443,62659,16,0.0010001659393310547
1454,6,62659,443,16,0.001004934310913086
1454,6,62659,443,16,0.0019991397857666016
1454,6,62659,443,16,0.0
1454,6,62659,443,16,0.003021717071533203
1454,6,62659,443,24,0.0009799003601074219
1454,6,62659,443,16,0.0009992122650146484
1454,6,62659,443,16,0.0010113716125488281
1454,6,62659,443,16,0.0009899139404296875
1454,6,62659,443,16,0.003996133804321289
1454,6,62659,443,16,0.004021644592285156
1446,6,62659,443,24,0.0019767284393310547
60,6,443,62659,16,0.002004384994506836
329,6,443,62659,24,0.0009992122650146484
1454,6,62659,443,16,0.0009958744049072266
1454,6,62659,443,16,0.002012014389038086
60,6,443,62659,16,0.0019865036010742188
1454,6,62659,443,16,0.0
1454,6,62659,443,16,0.0010008811950683594
1454,6,62659,443,16,0.001005411148071289
1454,6,62659,443,24,0.0009989738464355469
1454,6,62659,443,16,0.00799560546875
1454,6,62659,443,16,0.0020041465759277344
71,17,61002,443,0,0.0
60,6,443,62659,16,0.009990215301513672
1454,6,62659,443,16,0.0010058879852294922
1454,6,62659,443,16,0.0
1015,6,62659,443,24,0.0009989738464355469
73,17,443,61002,0,0.003028392791748047
60,6,443,62659,16,0.013972759246826172
125,6,443,62659,24,0.001005411148071289
60,6,443,62659,16,0.0010035037994384766
75,17,61002,443,0,0.01098942756652832
60,6,443,62659,16,0.007002353668212891
124,6,443,62659,24,0.0009989738464355469
54,6,62659,443,16,0.0010006427764892578
60,6,443,62659,16,0.0
60,6,443,62659,16,0.005999326705932617
124,6,443,62659,24,0.0010001659393310547
124,6,443,62659,24,0.003000497817993164
54,6,62659,443,16,0.0009989738464355469
60,6,443,62659,16,0.005000114440917969
60,6,443,62659,16,0.003000020980834961
60,6,443,62659,16,0.001008749008178711
124,6,443,62659,24,0.020984649658203125
60,6,443,62659,16,0.0009996891021728516
60,6,443,62659,16,0.0
124,6,443,62659,24,0.0020012855529785156
278,17,443,61002,0,0.0009999275207519531
54,6,62659,443,16,0.0009999275207519531
65,17,443,61002,0,0.00099945068359375
80,17,61002,443,0,0.0060062408447265625
68,17,443,61002,0,0.011996269226074219
71,17,61002,443,0,0.029997825622558594
68,17,443,61002,0,0.06400585174560547
68,17,443,61002,0,0.04699897766113281
1292,17,51763,443,0,0.14800167083740234
1292,17,51763,443,0,0.002000093460083008
1292,17,51763,443,0,0.0
1292,17,51763,443,0,0.00099945068359375
1292,17,51763,443,0,0.0009996891021728516
1088,17,51763,443,0,0.0010008811950683594
264,17,51763,443,0,0.0010001659393310547
1292,17,51763,443,0,0.0
1292,17,51763,443,0,0.0010039806365966797
1292,17,51763,443,0,0.003004312515258789
1292,17,51763,443,0,0.0009915828704833984
948,17,51763,443,0,0.0
75,17,443,51763,0,0.09400439262390137
75,17,443,51763,0,0.0020024776458740234
80,17,443,51763,0,0.003000497817993164
74,17,443,51763,0,0.0019927024841308594
69,17,443,51763,0,0.0009996891021728516
81,17,51763,443,0,0.011999845504760742
80,17,443,51763,0,0.0009992122650146484
74,17,443,51763,0,0.001001119613647461
69,17,443,51763,0,0.0020084381103515625
81,17,51763,443,0,0.018990516662597656
54,6,62653,443,17,0.1300046443939209
54,6,62656,443,17,0.0009965896606445312
54,6,62657,443,17,0.0010046958923339844
54,6,62654,443,17,0.0009989738464355469
54,6,62649,443,17,0.0
54,6,62650,443,17,0.0009963512420654297
54,6,62659,443,17,0.0
54,6,62652,443,17,0.0010051727294921875
54,6,62655,443,17,0.000997781753540039
1514,17,443,51763,0,0.006001710891723633
1238,17,443,51763,0,0.003995180130004883
85,17,51763,443,0,0.013000249862670898
60,6,443,62656,17,0.0039997100830078125
54,6,62656,443,16,0.003003835678100586
60,6,443,62653,17,0.0009906291961669922
54,6,62653,443,16,0.0020084381103515625
60,6,443,62652,17,0.004995107650756836
54,6,62652,443,16,0.0010023117065429688
1514,17,443,51763,0,0.013999223709106445
1514,17,443,51763,0,0.001001119613647461
134,17,443,51763,0,0.002000093460083008
60,6,443,62655,17,0.011999130249023438
54,6,62655,443,16,0.0010006427764892578
60,6,443,62659,16,0.0039937496185302734
78,6,443,62659,24,0.001005411148071289
54,6,62659,443,20,0.0
85,17,51763,443,0,0.002999544143676758
60,6,443,62659,17,0.010999679565429688
72,17,443,51763,0,0.0010061264038085938
60,6,443,62657,17,0.011008501052856445
60,6,443,62654,17,0.0009868144989013672
54,6,62657,443,16,0.0010001659393310547
54,6,62654,443,16,0.001004934310913086
60,6,443,62650,17,0.0009992122650146484
60,6,443,62649,17,0.0
54,6,62650,443,16,0.0009951591491699219
54,6,62649,443,16,0.0
81,17,51763,443,0,0.005001068115234375
70,17,443,51763,0,0.06800389289855957
857,17,64771,443,0,0.03800392150878906
93,17,57870,53,0,0.010991811752319336
139,17,53,57870,0,0.06099963188171387
1292,17,62843,443,0,0.00099945068359375
1292,17,62843,443,0,0.0010001659393310547
122,17,443,64771,0,0.012000560760498047
78,17,64771,443,0,0.0310056209564209
66,17,443,64771,0,0.10099339485168457
82,17,443,62843,0,0.1510002613067627
1292,17,443,62843,0,0.0029990673065185547
1292,17,443,62843,0,0.009000778198242188
1292,17,443,62843,0,0.0020008087158203125
81,17,62843,443,0,0.0009992122650146484
1292,17,443,62843,0,0.0009951591491699219
1278,17,443,62843,0,0.0
81,17,62843,443,0,0.0020034313201904297
125,17,62843,443,0,0.0009944438934326172
112,17,62843,443,0,0.0
1288,17,62843,443,0,0.0010056495666503906
456,17,62843,443,0,0.002000093460083008
838,17,62843,443,0,0.004004001617431641
487,17,55574,443,0,0.12399840354919434
1292,17,65387,443,0,0.0010044574737548828
1292,17,65387,443,0,0.0010001659393310547
1292,17,52982,443,0,0.07199454307556152
520,17,52982,443,0,0.0010001659393310547
66,17,443,55574,0,0.026024580001831055
988,17,443,55574,0,0.011974573135375977
82,17,443,65387,0,0.016025304794311523
1292,17,443,65387,0,0.012975215911865234
1292,17,443,65387,0,0.0009999275207519531
1292,17,443,65387,0,0.0010001659393310547
1292,17,443,65387,0,0.0
1292,17,443,65387,0,0.0009999275207519531
1292,17,443,65387,0,0.0010228157043457031
1292,17,65387,443,0,0.0009794235229492188
81,17,65387,443,0,0.0009975433349609375
86,17,55574,443,0,0.0010004043579101562
572,17,443,62843,0,0.002022981643676758
159,17,443,62843,0,0.00197601318359375
65,17,443,62843,0,0.002005338668823242
70,17,443,62843,0,0.0020110607147216797
482,17,443,62843,0,0.0009851455688476562
74,17,62843,443,0,0.0009999275207519531
77,17,62843,443,0,0.0009999275207519531
82,17,65387,443,0,0.0010213851928710938
63,17,443,62843,0,0.0009846687316894531
80,17,443,62843,0,0.0009932518005371094
63,17,443,62843,0,0.0009996891021728516
77,17,62843,443,0,0.0
85,17,443,52982,0,0.0009989738464355469
90,17,52982,443,0,0.0010068416595458984
66,6,62660,443,2,0.0
74,17,62843,443,0,0.019014596939086914
884,17,443,65387,0,0.07699036598205566
66,6,443,62660,18,0.001990795135498047
54,6,62660,443,16,0.0010042190551757812
204,17,65387,443,0,0.0010135173797607422
1454,6,62660,443,16,0.0009865760803222656
411,6,62660,443,24,0.0019948482513427734
1288,17,65387,443,0,0.0010008811950683594
1292,17,65387,443,0,0.0010166168212890625
332,17,65387,443,0,0.0009930133819580078
527,17,58633,443,0,0.07999491691589355
987,17,443,65387,0,0.03599882125854492
163,17,443,65387,0,0.0020058155059814453
73,17,65387,443,0,0.0029909610748291016
60,6,443,62660,16,0.0
60,6,443,62660,16,0.0009992122650146484
65,17,443,65387,0,0.0020132064819335938
1454,6,443,62660,16,0.0009913444519042969
1454,6,443,62660,24,0.0009946823120117188
54,6,62660,443,16,0.0
1454,6,443,62660,16,0.0009999275207519531
1454,6,443,62660,24,0.0009996891021728516
54,6,62660,443,16,0.0
1454,6,443,62660,16,0.001009225845336914
951,6,443,62660,24,0.0
185,17,443,65387,0,0.000993967056274414
54,6,62660,443,16,0.0009951591491699219
128,6,62660,443,24,0.0
66,17,443,58633,0,0.012001991271972656
78,17,65387,443,0,0.0010073184967041016
701,17,443,58633,0,0.020000934600830078
65,17,443,62843,0,0.012992382049560547
86,17,58633,443,0,0.021004915237426758
1014,6,443,62660,24,0.014010190963745117
922,17,443,52982,0,0.0269930362701416
90,17,52982,443,0,0.000995635986328125
66,17,443,65387,0,0.011996269226074219
1286,17,65387,443,0,0.0010166168212890625
1292,17,65387,443,0,0.001984119415283203
175,17,65387,443,0,0.0010182857513427734
54,6,62660,443,16,0.003985881805419922
85,17,443,52982,0,0.043013811111450195
66,6,62662,443,2,0.03197646141052246
69,17,443,65387,0,0.01300501823425293
288,17,443,65387,0,0.010005712509155273
77,17,65387,443,0,0.0010144710540771484
131,17,443,65387,0,0.0029959678649902344
74,17,65387,443,0,0.04099321365356445
66,6,443,62662,18,0.027990102767944336
54,6,62662,443,16,0.001999378204345703
1454,6,62662,443,16,0.00700068473815918
471,6,62662,443,24,0.0009999275207519531
75,17,59763,53,0,0.0009980201721191406
1292,17,51763,443,0,0.0
1109,17,51763,443,0,0.000995635986328125
1292,17,51763,443,0,0.001004934310913086
833,17,51763,443,0,0.00099945068359375
1292,17,51763,443,0,0.0010008811950683594
1292,17,51763,443,0,0.0009999275207519531
218,17,51763,443,0,0.0010008811950683594
1292,17,51763,443,0,0.0020034313201904297
1200,17,51763,443,0,0.0020020008087158203
1292,17,51763,443,0,0.0019986629486083984
1167,17,51763,443,0,0.0009951591491699219
1292,17,51763,443,0,0.0
1199,17,51763,443,0,0.0010063648223876953
1292,17,51763,443,0,0.0009915828704833984
1292,17,51763,443,0,0.0
1292,17,51763,443,0,0.001001596450805664
1292,17,51763,443,0,0.0010159015655517578
237,17,51763,443,0,0.0009908676147460938
66,17,443,65387,0,0.012995004653930664
1292,17,51763,443,0,0.02799391746520996
1286,17,51763,443,0,0.002010822296142578
550,17,51763,443,0,0.003004789352416992
1292,17,51763,443,0,0.001990795135498047
1223,17,51763,443,0,0.0010056495666503906
75,17,443,51763,0,0.007002353668212891
92,17,443,51763,0,0.0009951591491699219
69,17,443,51763,0,0.00199127197265625
69,17,443,51763,0,0.001005411148071289
92,17,443,51763,0,0.001999378204345703
74,17,443,51763,0,0.0010004043579101562
69,17,443,51763,0,0.0009999275207519531
69,17,443,51763,0,0.0010001659393310547
69,17,443,51763,0,0.0009996891021728516
80,17,443,51763,0,0.0049991607666015625
69,17,443,51763,0,0.0009999275207519531
69,17,443,51763,0,0.0009951591491699219
74,17,443,51763,0,0.0020058155059814453
80,17,51763,443,0,0.0009992122650146484
92,17,443,51763,0,0.0020003318786621094
69,17,443,51763,0,0.0020003318786621094
75,17,59763,53,0,0.0009996891021728516
80,17,443,51763,0,0.0010001659393310547
75,17,443,51763,0,0.0009992122650146484
60,6,443,62662,16,0.0
60,6,443,62662,16,0.0010006427764892578
1454,6,443,62662,16,0.0029952526092529297
1454,6,443,62662,24,0.002998828887939453
1454,6,443,62662,16,0.0020055770874023438
1454,6,443,62662,24,0.0030007362365722656
266,6,443,62662,24,0.001005411148071289
54,6,62662,443,16,0.0009980201721191406
128,6,62662,443,24,0.0009961128234863281
81,17,51763,443,0,0.0
243,17,53,59763,0,0.010005474090576172
631,17,58633,443,0,0.0019953250885009766
630,17,58633,443,0,0.002000093460083008
622,17,58633,443,0,0.0020051002502441406
621,17,58633,443,0,0.00599980354309082
620,17,58633,443,0,0.0019941329956054688
621,17,58633,443,0,0.002005338668823242
655,17,58633,443,0,0.002998828887939453
80,17,443,51763,0,0.001990079879760742
69,17,443,51763,0,0.002011537551879883
86,17,443,51763,0,0.0040018558502197266
75,17,443,51763,0,0.002996683120727539
81,17,51763,443,0,0.011012792587280273
66,17,443,58633,0,0.011988639831542969
65,17,443,58633,0,0.015005350112915039
1242,17,443,58633,0,0.005990266799926758
1242,17,443,58633,0,0.0019991397857666016
85,17,58633,443,0,0.0009999275207519531
1242,17,443,58633,0,0.003993988037109375
664,17,443,58633,0,0.006006002426147461
85,17,58633,443,0,0.0010051727294921875
1006,6,443,62662,24,0.001994609832763672
1242,17,443,58633,0,0.0010123252868652344
1242,17,443,58633,0,0.0009987354278564453
1242,17,443,58633,0,0.0009930133819580078
1242,17,443,58633,0,0.0029959678649902344
85,17,58633,443,0,0.0010004043579101562
85,17,58633,443,0,0.0019989013671875
1242,17,443,58633,0,0.002004861831665039
1242,17,443,58633,0,0.000995635986328125
85,17,58633,443,0,0.0009996891021728516
620,17,443,58633,0,0.0010001659393310547
778,17,64201,443,0,0.0009996891021728516
54,6,62662,443,16,0.01400613784790039
326,17,443,58633,0,0.013994455337524414
85,17,58633,443,0,0.002000570297241211
1242,17,443,58633,0,0.0060083866119384766
882,17,443,58633,0,0.001996278762817383
1242,17,443,58633,0,0.002995014190673828
85,17,58633,443,0,0.0019996166229248047
1242,17,443,58633,0,0.005000591278076172
118,17,443,58633,0,0.0009942054748535156
85,17,58633,443,0,0.002005338668823242
466,17,443,58633,0,0.0009996891021728516
85,17,58633,443,0,0.0010004043579101562
1242,17,443,58633,0,0.0009999275207519531
1242,17,443,58633,0,0.0019941329956054688
87,17,58633,443,0,0.0010008811950683594
240,17,443,58633,0,0.0020055770874023438
559,17,443,58633,0,0.005998849868774414
87,17,58633,443,0,0.0010008811950683594
87,17,58633,443,0,0.0010001659393310547
1242,17,443,58633,0,0.0019996166229248047
1242,17,443,58633,0,0.0009951591491699219
87,17,58633,443,0,0.0020046234130859375
1242,17,443,58633,0,0.001001596450805664
87,17,58633,443,0,0.0009996891021728516
1242,17,443,58633,0,0.0009989738464355469
1242,17,443,58633,0,0.002000570297241211
1242,17,443,58633,0,0.0050046443939208984
87,17,58633,443,0,0.002004384994506836
1242,17,443,58633,0,0.0009942054748535156
87,17,58633,443,0,0.006992340087890625
725,17,443,58633,0,0.0020074844360351562
1514,17,443,51763,0,0.0020003318786621094
103,17,443,51763,0,0.0019903182983398438
988,17,443,51763,0,0.0020062923431396484
55,6,62708,443,16,0.0010001659393310547
88,17,58633,443,0,0.008999347686767578
86,17,51763,443,0,0.0019998550415039062
941,17,443,51763,0,0.0019998550415039062
70,17,443,64201,0,0.0009999275207519531
1022,17,443,51763,0,0.0009996891021728516
718,17,443,51763,0,0.0010008811950683594
1317,17,443,51763,0,0.0020003318786621094
1242,17,443,58633,0,0.0010004043579101562
904,17,443,58633,0,0.001999378204345703
87,17,58633,443,0,0.0009987354278564453
1242,17,443,58633,0,0.0010006427764892578
88,17,51763,443,0,0.0010006427764892578
1242,17,443,58633,0,0.001993417739868164
87,17,58633,443,0,0.0020067691802978516
882,17,443,58633,0,0.0019941329956054688
1242,17,443,58633,0,0.0010104179382324219
1242,17,443,58633,0,0.0029947757720947266
952,17,443,58633,0,0.0009992122650146484
92,17,58633,443,0,0.0010008811950683594
87,17,58633,443,0,0.0019996166229248047
1242,17,443,58633,0,0.0009999275207519531
332,17,443,58633,0,0.0019998550415039062
475,17,443,51763,0,0.0009999275207519531
1242,17,443,58633,0,0.0010001659393310547
542,17,443,58633,0,0.0010013580322265625
