Packet_Size,Protocol,Src_Port,Dst_Port,TCP_Flags,Inter_Arrival_Time
1494,17,443,52982,0,0.001001119613647461
1494,17,443,52982,0,0.000997781753540039
1494,17,443,52982,0,0.0
88,17,52982,443,0,0.001001596450805664
1494,17,443,52982,0,0.0010001659393310547
88,17,52982,443,0,0.00099945068359375
1494,17,443,52982,0,0.003000974655151367
1494,17,443,52982,0,0.0009999275207519531
1494,17,443,52982,0,0.0009999275207519531
88,17,52982,443,0,0.0009992122650146484
1494,17,443,52982,0,0.0010221004486083984
88,17,52982,443,0,0.0009865760803222656
1494,17,443,52982,0,0.0009915828704833984
1494,17,443,52982,0,0.0009999275207519531
88,17,52982,443,0,0.0010008811950683594
1494,17,443,52982,0,0.0009992122650146484
1494,17,443,52982,0,0.0010004043579101562
88,17,52982,443,0,0.0009999275207519531
1494,17,443,52982,0,0.0009996891021728516
1494,17,443,52982,0,0.0009999275207519531
88,17,52982,443,0,0.0
1494,17,443,52982,0,0.0010006427764892578
1494,17,443,52982,0,0.0020003318786621094
88,17,52982,443,0,0.0
1494,17,443,52982,0,0.0009980201721191406
1494,17,443,52982,0,0.0009999275207519531
88,17,52982,443,0,0.0010008811950683594
1494,17,443,52982,0,0.0
1494,17,443,52982,0,0.0009992122650146484
88,17,52982,443,0,0.0009999275207519531
1494,17,443,52982,0,0.0009987354278564453
1494,17,443,52982,0,0.002001523971557617
88,17,52982,443,0,0.0
1494,17,443,52982,0,0.0019996166229248047
1494,17,443,52982,0,0.0010156631469726562
93,17,52982,443,0,0.0
1494,17,443,52982,0,0.001985788345336914
1494,17,443,52982,0,0.01100015640258789
88,17,52982,443,0,0.0010001659393310547
1494,17,443,52982,0,0.0009999275207519531
1494,17,443,52982,0,0.0009992122650146484
88,17,52982,443,0,0.0010013580322265625
1494,17,443,52982,0,0.0010001659393310547
1494,17,443,52982,0,0.0019981861114501953
88,17,52982,443,0,0.0
1494,17,443,52982,0,0.0010001659393310547
1494,17,443,52982,0,0.001994609832763672
88,17,52982,443,0,0.001004934310913086
1494,17,443,52982,0,0.0
1494,17,443,52982,0,0.00099945068359375
88,17,52982,443,0,0.0009989738464355469
1494,17,443,52982,0,0.0010242462158203125
1494,17,443,52982,0,0.00098419189453125
88,17,52982,443,0,0.0009946823120117188
1494,17,443,52982,0,0.0009999275207519531
1494,17,443,52982,0,0.0
88,17,52982,443,0,0.0009944438934326172
1494,17,443,52982,0,0.0010044574737548828
1494,17,443,52982,0,0.0010001659393310547
88,17,52982,443,0,0.0010004043579101562
1494,17,443,52982,0,0.0009999275207519531
1494,17,443,52982,0,0.0009953975677490234
88,17,52982,443,0,0.0010027885437011719
1494,17,443,52982,0,0.001001596450805664
1494,17,443,52982,0,0.0009996891021728516
88,17,52982,443,0,0.0
1494,17,443,52982,0,0.00099945068359375
1494,17,443,52982,0,0.0010001659393310547
1494,17,443,52982,0,0.0010001659393310547
88,17,52982,443,0,0.0
1494,17,443,52982,0,0.0010004043579101562
88,17,52982,443,0,0.0010008811950683594
1494,17,443,52982,0,0.0010004043579101562
1494,17,443,52982,0,0.007997274398803711
88,17,52982,443,0,0.0010027885437011719
1494,17,443,52982,0,0.0009992122650146484
1494,17,443,52982,0,0.0009992122650146484
88,17,52982,443,0,0.0
1494,17,443,52982,0,0.0010004043579101562
1494,17,443,52982,0,0.0010006427764892578
90,17,52982,443,0,0.0009989738464355469
1494,17,443,52982,0,0.0010004043579101562
1494,17,443,52982,0,0.004999399185180664
90,17,52982,443,0,0.0010006427764892578
1494,17,443,52982,0,0.0
1494,17,443,52982,0,0.0009996891021728516
90,17,52982,443,0,0.0010051727294921875
855,17,443,52982,0,0.0029954910278320312
85,17,443,52982,0,0.024992704391479492
90,17,52982,443,0,0.0010063648223876953
85,17,443,52982,0,0.05600094795227051
1292,17,54486,443,0,0.6597323417663574
1292,17,54486,443,0,0.00099945068359375
82,17,443,54486,0,0.10000348091125488
1292,17,443,54486,0,0.0009992122650146484
1292,17,443,54486,0,0.00099945068359375
1292,17,443,54486,0,0.00099945068359375
1292,17,54486,443,0,0.0009996891021728516
1292,17,443,54486,0,0.0010006427764892578
1292,17,443,54486,0,0.0010006427764892578
1288,17,443,54486,0,0.0009999275207519531
64,17,443,54486,0,0.0010004043579101562
81,17,54486,443,0,0.0009989738464355469
211,17,54486,443,0,0.0
74,17,54486,443,0,0.037000179290771484
71,17,61002,443,0,0.05900001525878906
92,17,59516,53,0,0.0020012855529785156
71,17,61002,443,0,0.0009996891021728516
990,17,443,54486,0,0.004999399185180664
163,17,443,54486,0,0.0010006427764892578
73,17,54486,443,0,0.016999244689941406
71,17,61002,443,0,0.0029997825622558594
66,17,443,54486,0,0.010011911392211914
66,6,62615,443,2,0.0039899349212646484
156,17,53,59516,0,0.0220029354095459
66,17,443,61002,0,0.03699684143066406
66,6,62616,443,2,0.0010066032409667969
378,17,50192,443,0,0.0009930133819580078
66,6,443,62615,18,0.009999275207519531
54,6,62615,443,16,0.0
1454,6,62615,443,16,0.0009996891021728516
470,6,62615,443,24,0.0009996891021728516
67,17,443,61002,0,0.0410006046295166
90,17,443,50192,0,0.02299976348876953
378,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0009987354278564453
1274,17,443,50192,0,0.0010006427764892578
66,6,443,62616,18,0.0
54,6,62616,443,16,0.0010008811950683594
1274,17,443,50192,0,0.001004934310913086
1274,17,443,50192,0,0.0019953250885009766
1274,17,443,50192,0,0.0010051727294921875
1454,6,62616,443,16,0.0009987354278564453
428,6,62616,443,24,0.0
1274,17,443,50192,0,0.0010008811950683594
1274,17,443,50192,0,0.0010006427764892578
1274,17,443,50192,0,0.0009999275207519531
80,17,50192,443,0,0.0
1274,17,443,50192,0,0.010000467300415039
1274,17,443,50192,0,0.003999471664428711
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.00099945068359375
1274,17,443,50192,0,0.0010008811950683594
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0039997100830078125
76,17,50192,443,0,0.0010001659393310547
1274,17,443,50192,0,0.005000114440917969
1274,17,443,50192,0,0.038993120193481445
1274,17,443,50192,0,0.01900005340576172
1274,17,443,50192,0,0.0009996891021728516
1274,17,443,50192,0,0.001001119613647461
1274,17,443,50192,0,0.0009989738464355469
1274,17,443,50192,0,0.0010006427764892578
1274,17,443,50192,0,0.0009992122650146484
1274,17,443,50192,0,0.0010001659393310547
76,17,50192,443,0,0.0
1274,17,443,50192,0,0.0009992122650146484
1274,17,443,50192,0,0.001001119613647461
1274,17,443,50192,0,0.0009992122650146484
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.001001119613647461
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0009996891021728516
1274,17,443,50192,0,0.0010056495666503906
1274,17,443,50192,0,0.0009999275207519531
76,17,50192,443,0,0.0
1274,17,443,50192,0,0.0010013580322265625
1274,17,443,50192,0,0.000993490219116211
1274,17,443,50192,0,0.0010008811950683594
1274,17,443,50192,0,0.0009992122650146484
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.00099945068359375
1274,17,443,50192,0,0.0010013580322265625
1274,17,443,50192,0,0.0009982585906982422
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0009987354278564453
76,17,50192,443,0,0.001001119613647461
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.00099945068359375
1274,17,443,50192,0,0.0010013580322265625
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0009992122650146484
1274,17,443,50192,0,0.0010001659393310547
76,17,50192,443,0,0.0
1274,17,443,50192,0,0.0010027885437011719
1274,17,443,50192,0,0.0009992122650146484
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0009982585906982422
1274,17,443,50192,0,0.0009996891021728516
1274,17,443,50192,0,0.001001596450805664
1274,17,443,50192,0,0.0010025501251220703
1274,17,443,50192,0,0.0009961128234863281
1274,17,443,50192,0,0.0010020732879638672
1274,17,443,50192,0,0.000997781753540039
77,17,50192,443,0,0.0010018348693847656
1274,17,443,50192,0,0.0009984970092773438
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0009996891021728516
1274,17,443,50192,0,0.0010030269622802734
1274,17,443,50192,0,0.0009975433349609375
1274,17,443,50192,0,0.00099945068359375
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0010056495666503906
77,17,50192,443,0,0.0009942054748535156
1274,17,443,50192,0,0.0010063648223876953
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0019941329956054688
1274,17,443,50192,0,0.0020058155059814453
60,6,443,62615,16,0.0
1274,17,443,50192,0,0.001993894577026367
1274,17,443,50192,0,0.0040073394775390625
1274,17,443,50192,0,0.0019991397857666016
1274,17,443,50192,0,0.001001596450805664
1274,17,443,50192,0,0.0009980201721191406
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0010044574737548828
77,17,50192,443,0,0.0010006427764892578
1274,17,443,50192,0,0.0009944438934326172
1274,17,443,50192,0,0.001994609832763672
153,6,443,62615,24,0.0020051002502441406
1274,17,443,50192,0,0.0010004043579101562
1274,17,443,50192,0,0.0010004043579101562
1274,17,443,50192,0,0.0009992122650146484
91,17,54117,53,0,0.0009944438934326172
1274,17,443,50192,0,0.0010058879852294922
716,6,62615,443,24,0.0
1274,17,443,50192,0,0.00099945068359375
90,17,55618,53,0,0.0010001659393310547
1274,17,443,50192,0,0.0010006427764892578
77,17,50192,443,0,0.0009942054748535156
1274,17,443,50192,0,0.0010104179382324219
1274,17,443,50192,0,0.0010039806365966797
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0009953975677490234
1274,17,443,50192,0,0.0009953975677490234
1274,17,443,50192,0,0.0010004043579101562
1274,17,443,50192,0,0.000993967056274414
1274,17,443,50192,0,0.0010035037994384766
1274,17,443,50192,0,0.0010023117065429688
1274,17,443,50192,0,0.0010075569152832031
77,17,50192,443,0,0.001001596450805664
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0009946823120117188
1274,17,443,50192,0,0.0009953975677490234
1274,17,443,50192,0,0.0010008811950683594
1274,17,443,50192,0,0.0019981861114501953
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0009970664978027344
77,17,50192,443,0,0.0
1274,17,443,50192,0,0.0010046958923339844
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0009996891021728516
1274,17,443,50192,0,0.0010004043579101562
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0009958744049072266
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.001007080078125
1274,17,443,50192,0,0.0009915828704833984
1274,17,443,50192,0,0.0010004043579101562
1274,17,443,50192,0,0.0010058879852294922
1274,17,443,50192,0,0.000997781753540039
1274,17,443,50192,0,0.0009965896606445312
1274,17,443,50192,0,0.0010063648223876953
1274,17,443,50192,0,0.0009930133819580078
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0010063648223876953
1274,17,443,50192,0,0.0010066032409667969
1274,17,443,50192,0,0.001001596450805664
1274,17,443,50192,0,0.000995635986328125
1274,17,443,50192,0,0.0010004043579101562
1274,17,443,50192,0,0.0010039806365966797
77,17,50192,443,0,0.0
77,17,50192,443,0,0.0009949207305908203
1274,17,443,50192,0,0.0009925365447998047
1274,17,443,50192,0,0.0010025501251220703
60,6,443,62616,16,0.0009953975677490234
60,6,443,62616,16,0.0
1274,17,443,50192,0,0.002003908157348633
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0009970664978027344
1274,17,443,50192,0,0.0010046958923339844
77,17,50192,443,0,0.001996278762817383
1274,17,443,50192,0,0.001008749008178711
1274,17,443,50192,0,0.0009942054748535156
1274,17,443,50192,0,0.0010004043579101562
1274,17,443,50192,0,0.0010004043579101562
1274,17,443,50192,0,0.0009987354278564453
1274,17,443,50192,0,0.0010018348693847656
1274,17,443,50192,0,0.0
77,17,50192,443,0,0.00099945068359375
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0010046958923339844
1274,17,443,50192,0,0.0009958744049072266
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0010046958923339844
1274,17,443,50192,0,0.0010037422180175781
1274,17,443,50192,0,0.0009946823120117188
1274,17,443,50192,0,0.0009968280792236328
1274,17,443,50192,0,0.000993967056274414
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0010063648223876953
77,17,50192,443,0,0.00099945068359375
1274,17,443,50192,0,0.0009992122650146484
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0010004043579101562
1274,17,443,50192,0,0.0009942054748535156
1274,17,443,50192,0,0.001005411148071289
1274,17,443,50192,0,0.0009942054748535156
1274,17,443,50192,0,0.0010042190551757812
1454,6,443,62616,16,0.0
1454,6,443,62616,24,0.0010001659393310547
1454,6,443,62616,16,0.0009965896606445312
1454,6,443,62616,16,0.0010001659393310547
369,6,443,62616,24,0.0010042190551757812
1274,17,443,50192,0,0.0009984970092773438
1274,17,443,50192,0,0.000997304916381836
1274,17,443,50192,0,0.0020051002502441406
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0009949207305908203
1274,17,443,50192,0,0.0010004043579101562
1274,17,443,50192,0,0.0010037422180175781
1274,17,443,50192,0,0.000993967056274414
54,6,62616,443,16,0.0
77,17,50192,443,0,0.0010058879852294922
118,6,62616,443,24,0.0009953975677490234
146,6,62616,443,24,0.0
507,6,62616,443,24,0.001003265380859375
1274,17,443,50192,0,0.0009963512420654297
1274,17,443,50192,0,0.001004934310913086
77,17,50192,443,0,0.0010056495666503906
1274,17,443,50192,0,0.0009963512420654297
1274,17,443,50192,0,0.0009989738464355469
1274,17,443,50192,0,0.0009965896606445312
1274,17,443,50192,0,0.0009982585906982422
1274,17,443,50192,0,0.0010063648223876953
1274,17,443,50192,0,0.0009982585906982422
1274,17,443,50192,0,0.0009963512420654297
1274,17,443,50192,0,0.0009992122650146484
1274,17,443,50192,0,0.0009999275207519531
77,17,50192,443,0,0.0010044574737548828
1274,17,443,50192,0,0.0010001659393310547
90,17,55618,53,0,0.0009942054748535156
91,17,54117,53,0,0.0010004043579101562
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0010066032409667969
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0009989738464355469
1274,17,443,50192,0,0.001993894577026367
1274,17,443,50192,0,0.0010063648223876953
1274,17,443,50192,0,0.00099945068359375
82,17,50192,443,0,0.0
1274,17,443,50192,0,0.002000093460083008
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.002001047134399414
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0009996891021728516
1274,17,443,50192,0,0.0009989738464355469
1274,17,443,50192,0,0.0009989738464355469
1274,17,443,50192,0,0.0009965896606445312
1274,17,443,50192,0,0.001003265380859375
77,17,50192,443,0,0.0010008811950683594
1274,17,443,50192,0,0.0010008811950683594
1274,17,443,50192,0,0.0009992122650146484
1274,17,443,50192,0,0.0009982585906982422
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.000997304916381836
1274,17,443,50192,0,0.0010027885437011719
1274,17,443,50192,0,0.0010020732879638672
77,17,50192,443,0,0.000995635986328125
1274,17,443,50192,0,0.001005411148071289
1274,17,443,50192,0,0.0009968280792236328
1274,17,443,50192,0,0.0019989013671875
1274,17,443,50192,0,0.0010175704956054688
1274,17,443,50192,0,0.000988006591796875
1274,17,443,50192,0,0.0009932518005371094
1274,17,443,50192,0,0.0010037422180175781
1274,17,443,50192,0,0.0009989738464355469
1274,17,443,50192,0,0.001001119613647461
77,17,50192,443,0,0.0010004043579101562
1274,17,443,50192,0,0.0009987354278564453
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0009953975677490234
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0020093917846679688
1274,17,443,50192,0,0.0009911060333251953
1274,17,443,50192,0,0.0010042190551757812
77,17,50192,443,0,0.0009951591491699219
1274,17,443,50192,0,0.0010066032409667969
1274,17,443,50192,0,0.0009992122650146484
1274,17,443,50192,0,0.0009937286376953125
1274,17,443,50192,0,0.0020017623901367188
1274,17,443,50192,0,0.0010039806365966797
1274,17,443,50192,0,0.0010008811950683594
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0010027885437011719
1274,17,443,50192,0,0.0009906291961669922
1274,17,443,50192,0,0.001005411148071289
77,17,50192,443,0,0.0009942054748535156
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.002007722854614258
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0019998550415039062
1274,17,443,50192,0,0.000993967056274414
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.00099945068359375
77,17,50192,443,0,0.0
1274,17,443,50192,0,0.0010051727294921875
1274,17,443,50192,0,0.0010004043579101562
1274,17,443,50192,0,0.0009992122650146484
1274,17,443,50192,0,0.001001596450805664
1274,17,443,50192,0,0.0009989738464355469
77,17,50192,443,0,0.0010006427764892578
1274,17,443,50192,0,0.0010063648223876953
1274,17,443,50192,0,0.000997781753540039
1274,17,443,50192,0,0.0009968280792236328
1274,17,443,50192,0,0.0009987354278564453
1274,17,443,50192,0,0.0009996891021728516
1274,17,443,50192,0,0.0010006427764892578
78,17,50192,443,0,0.0010042190551757812
1274,17,443,50192,0,0.000997781753540039
1274,17,443,50192,0,0.000993967056274414
1274,17,443,50192,0,0.002007007598876953
1274,17,443,50192,0,0.0009920597076416016
1274,17,443,50192,0,0.0010035037994384766
1274,17,443,50192,0,0.0020036697387695312
1274,17,443,50192,0,0.005001068115234375
1274,17,443,50192,0,0.0009913444519042969
1274,17,443,50192,0,0.0020055770874023438
1274,17,443,50192,0,0.0009944438934326172
77,17,50192,443,0,0.004026174545288086
1274,17,443,50192,0,0.0009810924530029297
1274,17,443,50192,0,0.0020072460174560547
1274,17,443,50192,0,0.0009996891021728516
1274,17,443,50192,0,0.0019948482513427734
1274,17,443,50192,0,0.0009961128234863281
1274,17,443,50192,0,0.00099945068359375
1274,17,443,50192,0,0.0009942054748535156
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0020155906677246094
1274,17,443,50192,0,0.0009944438934326172
77,17,50192,443,0,0.000997304916381836
1274,17,443,50192,0,0.0009984970092773438
1274,17,443,50192,0,0.0009953975677490234
1274,17,443,50192,0,0.0010099411010742188
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.001996278762817383
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0009930133819580078
1274,17,443,50192,0,0.0020110607147216797
1274,17,443,50192,0,0.0010137557983398438
77,17,50192,443,0,0.0009815692901611328
1274,17,443,50192,0,0.003995180130004883
1274,17,443,50192,0,0.0010023117065429688
1274,17,443,50192,0,0.006026029586791992
1274,17,443,50192,0,0.0019769668579101562
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.001995086669921875
1274,17,443,50192,0,0.0010037422180175781
1274,17,443,50192,0,0.0029942989349365234
1274,17,443,50192,0,0.0020093917846679688
1274,17,443,50192,0,0.002010345458984375
347,17,53,54117,0,0.011985540390014648
77,17,50192,443,0,0.0010004043579101562
1292,17,61069,443,0,0.0
1292,17,61069,443,0,0.0019941329956054688
1274,17,443,50192,0,0.0010044574737548828
1274,17,443,50192,0,0.0019960403442382812
1274,17,443,50192,0,0.001010894775390625
77,17,50192,443,0,0.0009982585906982422
1274,17,443,50192,0,0.0009961128234863281
1274,17,443,50192,0,0.0010004043579101562
1274,17,443,50192,0,0.0009942054748535156
1274,17,443,50192,0,0.0010061264038085938
1274,17,443,50192,0,0.0009996891021728516
1274,17,443,50192,0,0.0009987354278564453
1274,17,443,50192,0,0.0010008811950683594
1274,17,443,50192,0,0.0009937286376953125
78,17,50192,443,0,0.0
71,17,61002,443,0,0.0010046958923339844
1274,17,443,50192,0,0.000995635986328125
1274,17,443,50192,0,0.0010280609130859375
1274,17,443,50192,0,0.0009829998016357422
1274,17,443,50192,0,0.000995635986328125
1274,17,443,50192,0,0.0030069351196289062
1274,17,443,50192,0,0.0009877681732177734
1274,17,443,50192,0,0.0009996891021728516
716,6,62615,443,24,0.00101470947265625
1274,17,443,50192,0,0.001993894577026367
1274,17,443,50192,0,0.0019922256469726562
78,17,50192,443,0,0.0
1274,17,443,50192,0,0.001003265380859375
1274,17,443,50192,0,0.001001119613647461
1274,17,443,50192,0,0.0009999275207519531
197,17,53,55618,0,0.0030007362365722656
66,6,62617,443,2,0.0009996891021728516
1274,17,443,50192,0,0.002000570297241211
78,17,50192,443,0,0.0009920597076416016
1274,17,443,50192,0,0.001005411148071289
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0010020732879638672
1274,17,443,50192,0,0.0009996891021728516
1274,17,443,50192,0,0.00099945068359375
1274,17,443,50192,0,0.0010192394256591797
1454,6,443,62615,16,0.0
1111,6,443,62615,24,0.0009865760803222656
1274,17,443,50192,0,0.0009906291961669922
1274,17,443,50192,0,0.0010037422180175781
54,6,62615,443,16,0.0
1274,17,443,50192,0,0.0009996891021728516
1274,17,443,50192,0,0.0009949207305908203
1274,17,443,50192,0,0.001005411148071289
1274,17,443,50192,0,0.0010001659393310547
112,6,62615,443,24,0.0009996891021728516
1274,17,443,50192,0,0.0010008811950683594
1274,17,443,50192,0,0.0009927749633789062
77,17,50192,443,0,0.001001119613647461
146,6,62615,443,24,0.0010061264038085938
475,6,62615,443,24,0.000993490219116211
910,6,62615,443,24,0.0010056495666503906
1274,17,443,50192,0,0.0009942054748535156
1274,17,443,50192,0,0.0010008811950683594
1274,17,443,50192,0,0.0020041465759277344
78,17,50192,443,0,0.002001523971557617
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0010006427764892578
1274,17,443,50192,0,0.0009968280792236328
1274,17,443,50192,0,0.0020236968994140625
1274,17,443,50192,0,0.0029878616333007812
1274,17,443,50192,0,0.000985860824584961
1274,17,443,50192,0,0.0020303726196289062
1274,17,443,50192,0,0.0009748935699462891
1274,17,443,50192,0,0.0009996891021728516
1274,17,443,50192,0,0.001993894577026367
1274,17,443,50192,0,0.0010051727294921875
1274,17,443,50192,0,0.000993967056274414
77,17,50192,443,0,0.0010058879852294922
1274,17,443,50192,0,0.0010013580322265625
1274,17,443,50192,0,0.0009989738464355469
1274,17,443,50192,0,0.0010004043579101562
1274,17,443,50192,0,0.0010013580322265625
1274,17,443,50192,0,0.0020020008087158203
1274,17,443,50192,0,0.0020008087158203125
1274,17,443,50192,0,0.0009963512420654297
1274,17,443,50192,0,0.0009951591491699219
82,17,50192,443,0,0.0010001659393310547
1274,17,443,50192,0,0.0020110607147216797
1274,17,443,50192,0,0.0009937286376953125
1274,17,443,50192,0,0.0010120868682861328
1274,17,443,50192,0,0.0009961128234863281
1274,17,443,50192,0,0.0009911060333251953
1274,17,443,50192,0,0.001001119613647461
1274,17,443,50192,0,0.0009989738464355469
66,6,62618,443,2,0.0009999275207519531
78,17,50192,443,0,0.0010001659393310547
1274,17,443,50192,0,0.0010161399841308594
1274,17,443,50192,0,0.000989675521850586
1274,17,443,50192,0,0.0019943714141845703
1274,17,443,50192,0,0.0020046234130859375
1274,17,443,50192,0,0.0010039806365966797
1274,17,443,50192,0,0.0009908676147460938
1274,17,443,50192,0,0.0010006427764892578
1274,17,443,50192,0,0.001993417739868164
1274,17,443,50192,0,0.0010058879852294922
1274,17,443,50192,0,0.0010006427764892578
77,17,50192,443,0,0.0010116100311279297
1274,17,443,50192,0,0.0009953975677490234
1274,17,443,50192,0,0.0019931793212890625
1274,17,443,50192,0,0.0010311603546142578
1274,17,443,50192,0,0.0009741783142089844
1274,17,443,50192,0,0.0009946823120117188
1274,17,443,50192,0,0.0010001659393310547
88,17,61231,53,0,0.0019991397857666016
1274,17,443,50192,0,0.0010006427764892578
1274,17,443,50192,0,0.001999378204345703
1274,17,443,50192,0,0.0010004043579101562
1274,17,443,50192,0,0.001004934310913086
77,17,50192,443,0,0.001994609832763672
1274,17,443,50192,0,0.0010213851928710938
1274,17,443,50192,0,0.001983642578125
145,6,62246,443,24,0.0
1274,17,443,50192,0,0.002001523971557617
1274,17,443,50192,0,0.0010259151458740234
1274,17,443,50192,0,0.000972747802734375
1274,17,443,50192,0,0.0009958744049072266
77,17,50192,443,0,0.0010046958923339844
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0010256767272949219
1274,17,443,50192,0,0.0009734630584716797
1274,17,443,50192,0,0.0009894371032714844
1274,17,443,50192,0,0.0010056495666503906
1274,17,443,50192,0,0.0010139942169189453
1274,17,443,50192,0,0.0019919872283935547
1274,17,443,50192,0,0.0019941329956054688
1274,17,443,50192,0,0.0010056495666503906
1274,17,443,50192,0,0.0009989738464355469
1274,17,443,50192,0,0.0009958744049072266
1274,17,443,50192,0,0.0009996891021728516
1274,17,443,50192,0,0.001001119613647461
1274,17,443,50192,0,0.000993490219116211
77,17,50192,443,0,0.001005411148071289
1274,17,443,50192,0,0.0010001659393310547
1274,17,443,50192,0,0.0010018348693847656
1274,17,443,50192,0,0.0009975433349609375
1274,17,443,50192,0,0.0010004043579101562
77,17,50192,443,0,0.0010004043579101562
1274,17,443,50192,0,0.0009999275207519531
1274,17,443,50192,0,0.0010046958923339844
1274,17,443,50192,0,0.0010173320770263672
1274,17,443,50192,0,0.0
60,6,443,62616,16,0.0009851455688476562
233,6,443,62616,24,0.0009925365447998047
125,6,443,62616,24,0.0009999275207519531
54,6,62616,443,16,0.0
85,6,62616,443,24,0.0010228157043457031
1274,17,443,50192,0,0.0009839534759521484
1274,17,443,50192,0,0.0009930133819580078
1274,17,443,50192,0,0.0009980201721191406
1274,17,443,50192,0,0.0
1274,17,443,50192,0,0.0009961128234863281
250,17,443,50192,0,0.001005411148071289
962,6,443,62616,24,0.0009996891021728516
85,6,443,62616,24,0.0
90,17,443,50192,0,0.0009999275207519531
54,6,62616,443,16,0.0010008811950683594
77,17,50192,443,0,0.0
1111,6,443,62615,24,0.0009987354278564453
85,6,443,62616,24,0.0009996891021728516
347,17,53,54117,0,0.006000041961669922
197,17,53,55618,0,0.003000497817993164
82,17,443,61069,0,0.0009996891021728516
1292,17,443,61069,0,0.0
1292,17,443,61069,0,0.00099945068359375
66,6,62615,443,16,0.0
66,6,62616,443,16,0.0010006427764892578
1292,17,443,61069,0,0.0010175704956054688
1292,17,443,61069,0,0.0
1292,17,443,61069,0,0.0009889602661132812
1292,17,443,61069,0,0.0009887218475341797
66,6,443,62615,16,0.0
67,17,443,61002,0,0.0010046958923339844
60,6,443,62615,16,0.0
1292,17,61069,443,0,0.0009996891021728516
81,17,61069,443,0,0.0009996891021728516
133,6,443,62615,24,0.0
133,6,443,62615,24,0.0009999275207519531
116,6,443,62615,24,0.0
85,6,443,62615,24,0.0010004043579101562
60,6,443,62615,16,0.0
90,17,443,50192,0,0.0010008811950683594
89,6,443,62615,24,0.0010006427764892578
66,6,443,62617,18,0.00099945068359375
54,6,62615,443,16,0.0010056495666503906
54,6,62617,443,16,0.0009951591491699219
85,6,62615,443,24,0.0010001659393310547
1454,6,62617,443,16,0.00099945068359375
